name,highest_degree_offered,lon,lat,state,enrollment
Texas A & M International University,Doctor,-99.435225,27.573504,Texas,7431
LeTourneau University,Master,-94.72726,32.467658,Texas,2729
Lubbock Christian University,Master,-101.934816,33.576273,Texas,2002
University of Mary Hardin-Baylor,Doctor,-97.463479,31.066798,Texas,3492
McMurry University,Master,-99.750277,32.429551,Texas,1216
Midwestern State University,Master,-98.51774,33.877143,Texas,5870
University of North Texas,Doctor,-97.151211,33.210958,Texas,38315
Our Lady of the Lake University,Doctor,-98.54395,29.425611,Texas,2927
The University of Texas-Pan American,Doctor,-98.172112,26.306629,Texas,20053
The University of Texas at Brownsville,Doctor,-97.486644,25.893584,Texas,12285
Paul Quinn College,Bachelor,-96.755864,32.677195,Texas,243
Prairie View A & M University,Doctor,-95.992066,30.094591,Texas,8283
Rice University,Doctor,-95.403625,29.716485,Texas,6628
Saint Edward's University,Master,-97.75763,30.229844,Texas,4861
University of St Thomas,Doctor,-95.394178,29.738113,Texas,3525
Sam Houston State University,Doctor,-95.5519,30.7247,Texas,19210
Schreiner University,Master,-99.131076,30.03108,Texas,1136
St Mary's University,Doctor,-98.564307,29.451793,Texas,3868
Southern Methodist University,Doctor,-96.784855,32.845254,Texas,10929
Southwestern Assemblies of God University,Master,-96.85315,32.405477,Texas,2012
Southwestern University,Bachelor,-97.664637,30.635194,Texas,1535
Stephen F Austin State University,Doctor,-94.58546,31.58562,Texas,12772
Texas State University,Doctor,-97.936392,29.889202,Texas,35546
Southwestern Adventist University,Master,-97.328511,32.397136,Texas,808
Southwestern Christian College,Bachelor,-96.286747,32.735778,Texas,172
Sul Ross State University,Master,-103.65007,30.363418,Texas,2842
Tarleton State University,Doctor,-98.22008,32.215665,Texas,13307
Texas A & M University-Kingsville,Doctor,-97.882342,27.524852,Texas,12229
Texas A & M University-Galveston,Doctor,-94.818532,29.315257,Texas,
Texas A & M University-College Station,Doctor,-96.340322,30.613226,Texas,55697
The University of Texas at Arlington,Doctor,-97.115087,32.728437,Texas,33329
The University of Texas at Austin,Doctor,-97.737279,30.284733,Texas,52059
The University of Texas at Dallas,Doctor,-96.748371,32.989432,Texas,21193
The University of Texas at El Paso,Doctor,-106.50356,31.771697,Texas,23003
The University of Texas at Tyler,Doctor,-95.249096,32.314724,Texas,7476
Texas Christian University,Doctor,-97.361537,32.709568,Texas,9925
Texas College,Bachelor,-95.312259,32.374185,Texas,971
Texas Lutheran University,Master,-97.984601,29.573274,Texas,1341
The University of Texas of the Permian Basin,Master,-102.329634,31.889509,Texas,5131
The University of Texas at San Antonio,Doctor,-98.621386,29.582418,Texas,28623
Texas Southern University,Doctor,-95.361961,29.722468,Texas,8703
Texas Tech University,Doctor,-101.876917,33.580309,Texas,33111
Texas Wesleyan University,Doctor,-97.279631,32.733314,Texas,2397
Texas Woman's University,Doctor,-97.129088,33.227002,Texas,15058
Trinity University,Master,-98.482577,29.46286,Texas,2358
Wayland Baptist University,Master,-101.729564,34.186673,Texas,6222
West Texas A & M University,Doctor,-101.9158,34.981996,Texas,8377
Wiley College,Bachelor,-94.376821,32.537646,Texas,1392
Brigham Young University-Provo,Doctor,-111.649281,40.250851,Utah,31123
Brigham Young University-Hawaii,Bachelor,-157.925358,21.641172,Hawaii,2882
Dixie State University,Bachelor,-113.565894,37.103875,Utah,8350
Southern Utah University,Master,-113.070146,37.674617,Utah,7745
Stevens-Henager College-Ogden,Bachelor,-112.011617,41.232847,Utah,320
Stevens-Henager College of Business-Provo,Bachelor,-111.713264,40.269691,Utah,351
Utah State University,Doctor,-111.81391,41.740748,Utah,27812
Utah Valley University,Master,-111.717058,40.278512,Utah,30564
University of Utah,Doctor,-111.846044,40.762484,Utah,32077
Weber State University,Master,-111.94484,41.19258,Utah,25155
Westminster College,Master,-111.855553,40.731495,Utah,3108
Bennington College,Master,-73.237498,42.92004,Vermont,738
Burlington College,Master,-73.228181,44.49117,Vermont,243
Castleton State College,Master,-73.181486,43.607982,Vermont,2175
Champlain College,Master,-73.204354,44.47295,Vermont,3305
Goddard College,Master,-72.437252,44.27912,Vermont,592
Green Mountain College,Master,-73.241107,43.517134,Vermont,840
Johnson State College,Master,-72.671154,44.641736,Vermont,1692
Lyndon State College,Master,-72.024563,44.53433,Vermont,1519
Marlboro College,Master,-72.736552,42.839603,Vermont,260
Middlebury College,Doctor,-73.176068,44.009117,Vermont,2495
Norwich University,Master,-72.660129,44.139402,Vermont,3417
Saint Michael's College,Master,-73.163136,44.494212,Vermont,2378
SIT Graduate Institute,Master,-72.56738,42.891035,Vermont,443
College of St Joseph,Master,-73.007033,43.599777,Vermont,271
Southern Vermont College,Bachelor,-73.21866,42.867031,Vermont,480
Sterling College,Bachelor,-72.382372,44.65225,Vermont,116
Vermont Technical College,Bachelor,-72.605179,43.939321,Vermont,1543
University of Vermont,Doctor,-73.198128,44.479262,Vermont,12723
Averett University,Master,-79.413214,36.577273,Virginia,906
Bluefield College,Master,-81.244879,37.245681,Virginia,842
Bridgewater College,Bachelor,-78.969011,38.378391,Virginia,1848
College of William and Mary,Doctor,-76.709395,37.27195,Virginia,8376
Regent University,Doctor,-76.192844,36.800929,Virginia,5693
Christopher Newport University,Master,-76.486978,37.061502,Virginia,5232
Emory & Henry College,Master,-81.831737,36.772543,Virginia,959
Eastern Mennonite University,Master,-78.876077,38.478611,Virginia,1640
Ferrum College,Bachelor,-80.020864,36.926648,Virginia,1512
George Mason University,Doctor,-77.30794,38.83088,Virginia,33917
Hampden-Sydney College,Bachelor,-78.461371,37.242482,Virginia,1070
Hampton University,Doctor,-76.337647,37.022084,Virginia,4622
Hollins University,Master,-79.942196,37.354629,Virginia,750
James Madison University,Doctor,-78.871663,38.435332,Virginia,20181
Liberty University,Doctor,-79.179688,37.350345,Virginia,77338
Longwood University,Master,-78.395789,37.301073,Virginia,4960
Lynchburg College,Doctor,-79.184153,37.397678,Virginia,2713
Mary Baldwin College,Master,-79.068325,38.154799,Virginia,1711
University of Mary Washington,Master,-77.474392,38.302206,Virginia,4831
Marymount University,Doctor,-77.128799,38.905552,Virginia,3486
Norfolk State University,Doctor,-76.26393,36.848262,Virginia,6728
Old Dominion University,Doctor,-76.309653,36.884919,Virginia,24828
Radford University,Doctor,-80.549731,37.136914,Virginia,9928
Randolph-Macon College,Bachelor,-77.472253,37.749654,Virginia,1315
Randolph College,Master,-79.17079,37.437429,Virginia,682
University of Richmond,Doctor,-77.538702,37.577625,Virginia,4140
Roanoke College,Bachelor,-80.056433,37.29686,Virginia,2029
Shenandoah University,Doctor,-78.158376,39.166058,Virginia,4003
Southern Virginia University,Bachelor,-79.350296,37.740669,Virginia,662
Sweet Briar College,Master,-79.079735,37.556317,Virginia,710
The University of Virginia's College at Wise,Bachelor,-82.558728,36.971468,Virginia,2291
Virginia Intermont College,Bachelor,-82.17614,36.605006,Virginia,378
Virginia Polytechnic Institute and State University,Doctor,-80.423267,37.228561,Virginia,31205
Virginia Commonwealth University,Doctor,-77.453597,37.547631,Virginia,30974
University of Virginia-Main Campus,Doctor,-78.502599,38.036546,Virginia,23464
Virginia Military Institute,Bachelor,-79.435737,37.790644,Virginia,1675
Virginia State University,Doctor,-77.419886,37.236453,Virginia,5763
Virginia Union University,Doctor,-77.450954,37.561864,Virginia,1749
Virginia Wesleyan College,Bachelor,-76.18606,36.868417,Virginia,1459
Washington and Lee University,Doctor,-79.445724,37.787832,Virginia,2277
Central Washington University,Master,-120.537716,47.004957,Washington,11287
City University of Seattle,Doctor,-122.344331,47.61734,Washington,2368
Eastern Washington University,Doctor,-117.589371,47.491293,Washington,12791
The Evergreen State College,Master,-122.977492,47.07382,Washington,4398
Gonzaga University,Doctor,-117.403062,47.668144,Washington,7605
Heritage University,Master,-120.395287,46.374571,Washington,1128
Trinity Lutheran College,Bachelor,-122.207663,47.980328,Washington,194
Northwest University,Doctor,-122.191505,47.657743,Washington,1733
Pacific Lutheran University,Master,-122.445372,47.145494,Washington,3462
University of Puget Sound,Doctor,-122.479714,47.263651,Washington,2812
Saint Martin's University,Master,-122.815732,47.04328,Washington,1787
Seattle Pacific University,Doctor,-122.362923,47.649338,Washington,4270
Seattle University,Doctor,-122.3197,47.610138,Washington,7422
Walla Walla University,Master,-118.389771,46.047,Washington,1917
Washington State University,Doctor,-117.158168,46.730448,Washington,27642
University of Washington-Seattle Campus,Doctor,-122.313115,47.656213,Washington,43762
Western Washington University,Master,-122.484873,48.737236,Washington,14950
Whitman College,Bachelor,-118.33016,46.07135,Washington,1541
Whitworth University,Master,-117.418078,47.753699,Washington,2569
Alderson Broaddus University,Master,-80.047728,39.158067,West Virginia,1117
Bethany College,Master,-80.56916,40.204594,West Virginia,726
Bluefield State College,Bachelor,-81.235428,37.26688,West Virginia,1747
University of Charleston,Doctor,-81.618667,38.332577,West Virginia,1935
Concord University,Master,-81.005694,37.423854,West Virginia,2767
Davis & Elkins College,Bachelor,-79.846391,38.928693,West Virginia,874
Fairmont State University,Master,-80.161844,39.485925,West Virginia,4232
Glenville State College,Bachelor,-80.833597,38.935341,West Virginia,1850
Marshall University,Doctor,-82.43065,38.42261,West Virginia,13407
Ohio Valley University,Master,-81.5392,39.31236,West Virginia,451
West Virginia University at Parkersburg,Bachelor,-81.506192,39.216379,West Virginia,3461
Shepherd University,Master,-77.804844,39.434319,West Virginia,4221
West Virginia State University,Master,-81.76802,38.379002,West Virginia,2677
West Liberty University,Master,-80.604054,40.162473,West Virginia,2776
West Virginia University Institute of Technology,Bachelor,-81.325199,38.179427,West Virginia,1222
West Virginia Wesleyan College,Master,-80.217094,38.990476,West Virginia,1469
West Virginia University,Doctor,-79.953926,39.63468,West Virginia,29466
Wheeling Jesuit University,Doctor,-80.690804,40.070873,West Virginia,1619
Alverno College,Master,-87.965498,42.983518,Wisconsin,2536
Beloit College,Bachelor,-89.03147,42.50363,Wisconsin,1306
Cardinal Stritch University,Doctor,-87.909045,43.139752,Wisconsin,4407
Carroll University,Doctor,-88.227962,43.004647,Wisconsin,3534
Carthage College,Master,-87.820706,42.622893,Wisconsin,2988
Concordia University-Wisconsin,Doctor,-87.916628,43.254217,Wisconsin,7943
Edgewood College,Doctor,-89.422122,43.058727,Wisconsin,2894
Lakeland College,Master,-87.884956,43.841863,Wisconsin,3806
Lawrence University,Bachelor,-88.397822,44.261323,Wisconsin,1553
Maranatha Baptist University,Master,-88.735055,43.195709,Wisconsin,1035
Marian University,Doctor,-88.420638,43.777411,Wisconsin,2188
Marquette University,Doctor,-87.928121,43.038766,Wisconsin,11782
Milwaukee School of Engineering,Master,-87.907691,43.045364,Wisconsin,2658
Mount Mary University,Doctor,-88.030594,43.072303,Wisconsin,1481
Northland International University,Doctor,-88.095933,45.58114,Wisconsin,327
Northland College,Bachelor,-90.874991,46.578983,Wisconsin,552
Ripon College,Bachelor,-88.8426,43.842383,Wisconsin,904
Saint Norbert College,Master,-88.067301,44.444651,Wisconsin,2222
Silver Lake College of the Holy Family,Master,-87.742961,44.071038,Wisconsin,679
Viterbo University,Doctor,-91.244095,43.802291,Wisconsin,2762
University of Wisconsin-Whitewater,Master,-88.742368,42.835563,Wisconsin,12027
University of Wisconsin-Eau Claire,Doctor,-91.500432,44.798431,Wisconsin,10923
University of Wisconsin-Green Bay,Master,-87.920499,44.531102,Wisconsin,6668
University of Wisconsin-La Crosse,Doctor,-91.230149,43.815295,Wisconsin,10520
Wisconsin Lutheran College,Master,-88.022718,43.036943,Wisconsin,1178
University of Wisconsin-Oshkosh,Doctor,-88.549282,44.024985,Wisconsin,13900
University of Wisconsin-Parkside,Master,-87.855407,42.646074,Wisconsin,4578
University of Wisconsin-Stout,Master,-91.929461,44.88861,Wisconsin,9313
University of Wisconsin-Superior,Master,-92.089039,46.717548,Wisconsin,2661
University of Wisconsin-Madison,Doctor,-89.405356,43.073858,Wisconsin,42677
University of Wisconsin-Milwaukee,Doctor,-87.880488,43.076848,Wisconsin,27416
University of Wisconsin-Platteville,Master,-90.492709,42.733936,Wisconsin,8712
University of Wisconsin-River Falls,Master,-92.625316,44.852647,Wisconsin,6160
University of Wisconsin-Stevens Point,Doctor,-89.570934,44.529582,Wisconsin,9661
University of Wyoming,Doctor,-105.57204,41.311943,Wyoming,12778
Stanford University,Doctor,-122.182212,37.431746,California,18346
Purdue University-Main Campus,Doctor,-86.914435,40.428206,Indiana,39794
City College-Fort Lauderdale,Bachelor,-80.17007,26.18748,Florida,633
St John's College,Master,-105.912226,35.666789,New Mexico,419
Antioch University-Los Angeles,Master,-118.384651,33.98764,California,986
Antioch University-Santa Barbara,Doctor,-119.695655,34.418961,California,375
Antioch University-New England,Doctor,-72.293798,42.932344,New Hampshire,725
Antioch University-Seattle,Doctor,-122.342647,47.61696,Washington,884
Antioch University-Midwest,Master,-83.892094,39.795828,Ohio,310
Mid-America Christian University,Master,-97.578297,35.347785,Oklahoma,2942
Brandman University,Doctor,-117.768624,33.655684,California,7746
New College of Florida,Bachelor,-82.55858,27.384925,Florida,793
Mayo Graduate School,Doctor,-92.466919,44.020617,Minnesota,322
Pennsylvania College of Technology,Bachelor,-77.0265,41.2369,Pennsylvania,5678
California State University-San Marcos,Master,-117.158013,33.129115,California,11300
Hodges University,Master,-81.741241,26.277222,Florida,2078
Remington College-Honolulu Campus,Bachelor,-157.860023,21.309273,Hawaii,495
University of Washington-Bothell Campus,Master,-122.191454,47.760718,Washington,4604
University of Washington-Tacoma Campus,Doctor,-122.437499,47.244967,Washington,4295
Baker College of Port Huron,Bachelor,-82.469672,42.978709,Michigan,1039
Beacon College,Bachelor,-81.875619,28.810799,Florida,190
Everglades University,Master,-80.108331,26.391218,Florida,1252
Soka University of America,Master,-117.734893,33.549425,California,412
Baker College of Auburn Hills,Bachelor,-83.249027,42.659868,Michigan,3105
Baker College of Clinton Township,Bachelor,-82.90907,42.553231,Michigan,4383
Baker College of Cadillac,Bachelor,-85.380045,44.268014,Michigan,1549
City College-Gainesville,Bachelor,-82.4168,29.65601,Florida,444
California State University-Monterey Bay,Master,-121.799216,36.653724,California,5732
Baker College of Jackson,Bachelor,-84.451226,42.278175,Michigan,2257
Baker College Center for Graduate Studies,Doctor,-83.694495,42.974759,Michigan,5270
Johnson & Wales University-North Miami,Bachelor,-80.164797,25.894337,Florida,1952
Trine University-Regional/Non-Traditional Campuses,Master,-85.108364,41.176826,Indiana,541
Ottawa University-Milwaukee,Master,-88.115185,43.02963,Wisconsin,341
Western Governors University,Master,-111.869857,40.684783,Utah,46733
Florida Gulf Coast University,Doctor,-81.773578,26.464262,Florida,14077
Michigan Jewish Institute,Bachelor,-83.183286,42.478209,Michigan,1662
City College-Miami,Bachelor,-80.316377,25.683673,Florida,283
Stevens-Henager College-Murray,Master,-111.902145,40.659626,Utah,2541
Johnson & Wales University-Denver,Master,-104.905511,39.747969,Colorado,1529
Marlboro College-Graduate School,Master,-72.55636,42.850323,Vermont,114
San Diego State University-Imperial Valley Campus,Master,-115.492718,32.672361,California,883
Nevada State College,Bachelor,-114.938929,35.987249,Nevada,3377
California State University-Channel Islands,Master,-119.04356,34.162949,California,5140
Baker College of Allen Park,Bachelor,-83.203166,42.274542,Michigan,3800
Flagler College-Tallahassee,Bachelor,-84.341098,30.444664,Florida,478
Central Methodist University-College of Graduate and Extended Studies,Master,-92.686156,39.150383,Missouri,4555
Johnson & Wales University-Charlotte,Bachelor,-80.8509,35.23294,North Carolina,2325
Ave Maria University,Doctor,-81.441082,26.33711,Florida,988
Harrisburg University of Science and Technology,Master,-76.8808,40.261303,Pennsylvania,344
Stevens-Henager College-Logan,Bachelor,-111.835961,41.718039,Utah,140
Union Graduate College,Master,-73.92838,42.816692,New York,410
Georgia Gwinnett College,Bachelor,-84.001135,33.979915,Georgia,9719
Doane College-Lincoln Grand Island and Master,Master,-96.650758,40.815541,Nebraska,1653
Shorter University-College of Adult & Professional Programs,Master,-84.482301,33.92764,Georgia,1118
College America-Colorado Springs,Bachelor,-104.760241,38.840858,Colorado,322
The Robert B Miller College,Bachelor,-85.178861,42.333225,Michigan,328
University of South Florida-St Petersburg,Master,-82.635657,27.762618,Florida,4660
University of the West,Doctor,-118.082964,34.045985,California,362
Averett University-Non-Traditional Programs,Master,-79.413195,36.577257,Virginia,1221
LIU Riverhead,Master,-72.6991,40.876143,New York,215
University of South Florida-Sarasota-Manatee,Master,-82.562951,27.391766,Florida,1877
The King?€?s College,Bachelor,-74.012348,40.706861,New York,516
Ottawa University-Online,Master,-95.263775,38.602692,Kansas,458
Providence Christian College,Bachelor,-118.118491,34.17275,California,66
Polytechnic University of Puerto Rico-Orlando,Master,-81.254951,28.55147,Florida,125
