name	level	heat	longitude	latitude
城隍庙		0.7	117.931615	40.992716
钟鼓楼		0.74	122.371876	40.405906
虎门大桥		1	113.707088	22.821335
岩头村		0.7	120.741171	28.344445
韩文公祠	3A	1	116.662381	23.663248
武氏墓群石刻		0	116.354192	35.28906
松州古城		0.7	103.601353	32.646489
淮南王刘安墓		0.74	116.789702	32.606728
鸡鸣寺		0.78	118.802157	32.066601
天台山赤城山	4A	0.72	121.03294	29.172423
襄阳城		0.9	112.154256	32.028849
嘉兴海神庙		0.7	120.552901	30.407569
毛泽东图书馆		0.72	112.500157	27.911384
昭觉寺		0.72	104.112596	30.711492
郎木寺		0.84	102.639552	34.096727
东福寺		1	135.7743611	34.97663889
宙斯庙		0	35.89035797	32.27584839
安妮·弗兰克故居		1	4.676406	52.506435
老龙湾	3A	0.78	118.511958	36.420356
张飞庙	4A	0.72	108.711586	30.916548
彝人古镇	4A	0.84	101.522677	25.058938
紫禁城角楼		0.7	116.398935	39.928483
宋庆龄故居		0.7	121.445171	31.210584
明长城遗址		0.76	109.745926	38.279294
恩平举人村		0.74	112.379626	22.245679
肃亲王府遗址		0.7	121.233863	38.816611
波密		0.76	95.774005	29.865291
万佛园	4A	0.72	117.633312	40.192823
东姑阿都拉曼国家公园		0	101.758351	3.210583
大悲禅院	4A	0.78	117.188943	39.156246
迪拜国家博物馆		0	55.2972188	25.2632325
文殊院		0.84	104.07918	30.681619
神农架木鱼镇		0.76	110.095524	31.454889
周萨神庙		0	103.8774612	13.4454201
大理金光寺	3A	0.7	99.54308723	25.19959279
城邑民俗村		0	126.7997321	33.38638881
顺化皇城		0	107.5791326	16.4677596
哭墙		0	35.23450787	31.77671881
圣佩特罗堡		0	123.9059115	10.29257066
乌布		0	115.265816	-8.485774
紫霄宫		0.74	111.029272	32.423664
杨家祠堂		0.86	109.611197	27.954093
广州光孝寺		0.74	113.262729	23.134417
天津文庙		0.72	117.19605	39.147125
南方长城	3A	0.96	109.477836	27.934076
曾国藩故居	4A	0.96	112.466344	27.414622
黄帝城	4A	0.74	115.422161	40.227185
双桂堂	3A	0.7	106.2949635	30.02550253
契迪龙寺		1	98.98004823	18.78083847
宫岛		0	132.3114041	34.2796599
人民宫		0	-4.237392023	55.85128846
沈从文故居		0.92	109.609116	27.952453
鄂伦春布苏里景区	4A	0.7	123.450185	50.567543
灵山寺	3A	0.7	120.527152	40.963991
仙人洞遗址		0.72	117.1874738	28.74103197
郎德苗寨		0.72	108.0655638	26.4632109
广济桥		0.88	116.659236	23.669265
滨离宫庭园		0	139.7635	35.65975
水磨羌城		0	103.419251	30.931209
丽景门		0	112.47764	34.687047
朱丽叶故居		0	10.9984057	45.4419186
菩萨顶		0	113.601213	39.019046
无忧宫		0	13.0384999	52.4042017
圣保罗·德旺斯		0	0	0
皇家英里大道		0	18.646639	54.352024
越秀公园古城墙		0	113.2717321	23.14442892
黄龙洞景区		0.74	120.099006	30.954059
艾思奇故居		0.74	98.470246	25.009275
斗象台		0	103.8587654	13.44623214
齐长城大峰山生态旅游区	3A	0	116.6442608	36.35092547
香严寺	4A	0	111.447535	32.783809
福山风景区	3A	0	110.320773	35.177223
袁家寨子		0	110.549905	29.245406
古格王国遗址		0.84	79.678683	31.468751
婺源十八里桃溪		0	117.88752	29.253898
金刚台（西河）生态旅游区		0	115.592134	31.794773
马纳罗拉		0	9.7338937	44.1115594
科尔尼利亚		0	9.710344066	44.12012473
安吉落伽山		0	119.657924	30.482074
莱明顿国家公园		0	153.15	-28.2166667
南波湾海洋生态乐园	4A	0	109.979193	18.403286
冯岳彩绘台门		0	121.461263	29.992354
杭州圆通禅寺		0	119.678663	29.803721
金川观音桥	4A	0	101.660988	31.803578
崇安寺	4A	0	120.3071999	31.58288926
十八都江风景旅游区	3A	0	120.9378575	29.71315228
德安里	3A	0	116.223569	23.439731
古城石牌坊		0	116.654919	23.664694
倪宅		0	120.904343	30.950366
祝圣寺		0	100.38826	25.973478
金顶寺		0	100.366683	25.976085
城头山遗址		0	111.667309	29.693949
苍坡村		0	120.756624	28.366257
弥陀禅寺		0	120.470053	23.462924
太平桥		0	114.637902	24.65876
北帝庙		0	113.812365	22.801777
归来园		0	118.11283	24.538101
隆丰禅院		0	119.307214	29.252717
开平碉庄		0	112.58607	22.377672
万佛塔		0	119.48628	32.242896
宋夹城考古遗址公园		0	119.428416	32.420629
战神大本营		0	123.797111	41.940953
大地土楼群		0	117.690846	25.029238
彝人部落	4A	0	101.527298	25.063901
江阴市悟空寺		0	120.310853	31.764426
大华兴寺		0	114.293784	22.629795
枧潭		0	118.16668	29.566888
曹腾墓		0	115.793377	33.869497
野人洞		0	121.582806	29.141765
金庸书院		0	120.553221	30.408249
迷楼		0	120.854453	31.117633
南澳总兵府		0	117.108124	23.458542
曾家岩50号		0	106.556622	29.571201
师爷馆		0	120.493344	30.145978
冲古寺		0	100.346262	28.461075
杜甫故里		0	113.06871	34.801209
将军坟		0	126.238499	41.165564
汉山		0	110.546752	34.478439
成吉思汗陵	5A	0	109.793039	39.376552
中国富田景区		0	115.255428	26.82452
刘少奇纪念馆		0	112.651848	28.037236
云石寺		0	100.5141364	13.7665353
雅加达老城区		0	112.469025	34.683647
爱丁堡地牢		0	-3.190778	55.95108
三年坂二年坂		0	135.7808775	34.99634452
青莲院		0	135.783161	35.007312
乌尤寺		0	103.779368	29.541195
高山市古街		0	137.1882723	36.1881547
嵊州越剧小镇		0	120.803051	29.553128
杏花村文化旅游区		0	117.461448	30.634399
大东山滑翔伞基地		0	110.878284	27.318731
刘备洞		0	113.491016	29.009929
潼关黄河湾		0	110.295018	34.614821
十二背后?清溪峡景区		0	107.085415	28.29726
红格尔敖包景区		0	111.200184	41.405805
德波神殿		0	-3.717109	40.425396
松潘古城		0	103.607198	32.646902
铜雀三台遗址公园		0	114.466345	36.316425
宜川县第二战区司令长官部秋林旧址	3A	0	110.27315	36.088703
比粒寺		0	103.9205797	13.4349637
乔达基卧佛寺		0	96.16374857	16.81172011
天姥寺		0	107.5450448	16.452421
庞贝古城遗址		0	14.480985	40.74872
迈佛寺		0	102.1346755	19.89314815
阿布扎比大清真寺		0	54.4749583	24.4124531
宝山亭		0	102.2554647	2.196012122
姬路城		0	134.6939054	34.83944837
墨西哥街		0	0	0
日惹苏丹皇宫		0	110.36569	-7.793533
皇家剧院		0	4.315431	52.082104
吴哥寺		0	116.2845783	39.809572
帕雅寺		0	100.0600818	9.57069392
阿拉伯历史建筑群		0	55.29988153	25.26435326
王城（市中市）		0	120.9700191	14.5891954
婺源瑶湾景区		0	117.764056	29.278491
岗顶前地		0	113.549412	22.195356
格登碑		0	80.499098	42.96101
中华水上古城		0	115.970388	36.466968
佛罗伦萨旧桥		0	11.25314387	43.76792426
吐鲁番台藏塔遗址		0	89.52734	42.876443
白沙古镇		0	100.222781	26.959918
慈城县衙		0	121.45678	29.994997
锦江木屋村		0	127.559151	42.000518
巍山古城		0	100.313587	25.233429
大汉皇族村		0	114.677789	29.661957
文安驿古镇		0	110.061801	36.870103
弗里蒙特街		0	-115.1222504	36.1613251
溪边人家		0	111.1671	30.786024
山上人家		0	111.1671	30.786024
溪口小洋房		0	121.291333	29.688467
溪口妙高台		0	121.222295	29.685326
道源圣城文化景区		0	103.420689	30.637363
琐园国际研学村		0	119.823258	29.120087
达摩古洞		0	118.790208	32.129461
花宫庙		0	98.9983347	18.7879706
王震故居		0	113.432373	28.254706
土字碑		0	130.368526	42.866334
涅槃宫		0	103.8927289	13.463308
中朝边境一步跨		0	124.529915	40.234105
大连城白玉洞		0	106.776492	22.131225
嵩口古镇		0	118.601174	25.806573
穗康钱庄		0	120.502755	30.142031
吉水神社		0	135.86195	34.367278
一国两制沙滩		0	118.179128	24.456403
		0	0	0
威尼斯总督府		0	12.3382007	45.4337035
沈坤状元府景区		0	119.143783	33.534122
石崆寨旅游景区		0	115.650899	24.703481
开封小宋城		0	114.317314	34.808762
关帝庙		0	118.599472	24.9077
清音阁		0.72	103.777105	29.581011
地主神社		0	135.7850149	34.9952134
名古屋城		0	136.9003	35.183765
舜帝陵	4A	0	110.922298	35.120575
天福官驿		0	107.804374	29.440157
云崖寺	4A	0.72	106.250892	35.205855
三皇寨		0.76	112.934053	34.470438
槟城极乐寺		0	100.2725403	5.3977901
贵船神社		0	135.7629167	35.12186111
彩虹眷村		0	120.609971	24.133942
吴哥窟		0	103.86058	13.425142
帕罗尼拉公园		0	145.956308	-17.652344
美庐别墅		0.74	115.990123	29.570063
西安二郎山风景区		0	109.029139	34.013422
普吉镇		1	98.3922504	7.8804479
大阪城天守阁		0	135.5262015	34.68731519
国家皇宫		1	101.6960913	3.1324989
拉纳克城堡		0	170.627502	-45.861607
营盘寨		0	109.460187	27.934131
全福讲寺		0.72	120.846313	31.119676
南翔老街	4A	0	121.314684	31.297022
荆州关帝庙	3A	0.7	112.204365	30.355283
海神庙		0	115.1	-8.64
报国寺		0.72	103.449947	29.574401
大炮台		0.76	113.553878	22.200028
悉尼海德公园		0.72	151.2112732	-33.87313684
孔庙	4A	0.72	116.421431	39.95234
阿尔卡萨尔城堡		0	-4.0226849	39.8577545
富安桥		0.72	120.85685	31.119269
西千佛洞		0.72	94.371612	39.982233
玉龙寨		0	112.075099	23.110035
圆津禅院		0	121.061262	31.116267
朱家角城隍庙		0.72	121.055326	31.108981
圣地亚哥航空航天博物馆		0	-117.153779	32.726818
范文澜故居		0	120.546367	30.013098
绍兴秋瑾故居		0.72	120.586235	29.993847
哥伦布纪念碑		0.9	2.1777689	41.3758075
彩虹桥		0.82	117.783041	29.421743
鸿门宴遗址		0.7	109.281158	34.420686
二宜楼		0.74	117.700892	25.027354
黑山头城址		0.7	119.7763107	50.1442675
吴承恩故居	4A	0.72	119.145291	33.53385
卢克索神庙		0	32.63905087	25.69950174
夹山国家森林公园	4A	0.72	111.494434	29.568168
烧香港		0.72	120.90257	30.950819
洛阳桥		0.8	118.687265	24.958398
东湖公园		0.86	118.612516	24.916019
霞海城隍庙		1	121.510101	25.05548745
安平古堡		0.7	120.1606137	23.00151918
佛顶山		0.76	122.39241	30.002568
海子山		0.78	98.998325	32.048681
丰镐房		0	121.2847604	29.68371245
修真观		0.7	120.500256	30.747759
大峡谷西峡		0	-113.230716	36.146389
十二生肖塔		0	103.860589	13.44440267
龙山寺		0	109.1801597	12.2501925
须弥福寿之庙		0.7	117.948778	41.015751
菩提岛	4A	0.76	118.837842	39.143705
普兰巴南神庙		0	110.4914669	-7.752023858
南禅寺		1	135.79325	35.01125
抗日纪念碑		0	121.1171045	24.02582093
西本愿寺		1	135.7517346	34.9914831
青岛华严寺		0.7	120.688145	36.211033
黄帝故里	4A	0.82	113.733664	34.406605
老舍故居		0.7	120.331833	36.062504
玉华宫风景名胜区	4A	1	108.956801	35.349484
德寿宫		1	126.9751461	37.5658049
净影风景区		0.7	113.184538	35.41665
独柱寺		0	105.8335811	21.0358362
罗卡雅苏塔寺		0	100.5523751	14.35551901
班夫国家公园		0	-115.5555555	51.1236111
元谋人遗址		0.72	101.919348	25.680369
靖西旧州景区		0.82	106.424957	23.06454
陆军讲武堂		0.72	102.707881	25.053541
海春轩塔		0	120.292233	32.822677
西班牙阶梯		0	12.4805657	41.9059846
银阁寺		1	135.7982055	35.02702157
羊八井镇		0	90.54588	30.101062
宝莲禅寺		0.7	113.919239	22.258406
塔山寺		1	104.9230499	11.5761416
息心寺	3A	0.72	120.348313	33.794136
王国维故居		0.7	120.543946	30.406969
振风塔		0	117.0599008	30.5081479
云中大漈		0.7	119.600523	27.812653
古德寺		0.7	114.313132	30.624637
许村		0.7	118.333487	29.997179
夫人城		0.7	112.154209	32.028898
忠勤祠		0.7	118.255056	36.926003
安徽会馆旧址		0.7	116.389436	39.899636
旧城广场		0	14.4034785	50.0877305
巴林左旗召庙	3A	0.7	119.376537	43.852821
文殊山石窟	4A	0.72	98.35903	39.660207
美泉宫		0.7	16.3122398	48.1848648
红毛城		0	121.4328704	25.17522156
舜帝大庙		0.7	111.982304	25.353479
七老爷庙		0.72	120.894734	30.95025
格拉斯广场		1	-3.194787979	55.9480629
隆昌寺		0.74	119.0908551	32.12863528
中川古村落		0.7	116.821461	24.596598
巴亭广场		1	105.8359981	21.0374631
圣维塔大教堂		0	14.4005114	50.0908918
禹王庙		0.7	120.222247	31.1297
大澳渔村		0.72	112.256691	21.717089
清曼寺		1	98.98927901	18.79386406
南浔古桥		0.7	120.434721	30.875973
泸西文庙		0.7	103.772617	24.537998
艾青故居		0.7	119.886852	29.263019
香妃墓	3A	1	76.042429	39.502291
天坛大佛		0.72	113.916377	22.256961
化觉巷清真大寺		0.72	108.941883	34.262438
桥湾古城		0	96.74781592	40.57723812
国殇墓园		0	98.48811137	25.03255432
袁氏宅邸		0.7	117.201701	39.144618
龙游民居苑	3A	0.7	119.19086	29.028613
金山寺		0.7	119.4966673	25.96179128
崇本堂		0.72	120.717585	31.158238
百间楼		0	120.436185	30.887701
西园		0.72	120.495798	30.612633
熊希龄故居		0.88	109.608475	27.955242
富硒村		0	117.386473	30.030586
湄州岛妈祖庙		0	119.1513373	25.0967193
戚继光故里		0.7	120.760413	37.815925
武岭门		0	121.2920974	29.68917286
瑞庆宫		0	114.718215	29.45729
青檀寺	4A	0	120.417373	36.14176
闸坡中心渔港		0	111.838457	21.580231
黄岩洞陈列馆		0	111.551521	23.328246
涂公祠景区		0	116.571495	31.354728
东林寺	4A	0	121.172349	30.900096
嬉子湖	4A	0	117.068917	30.800909
里务必岛		0.7	102.6980761	25.04762149
赫拉神殿		0	0	0
克鲁姆洛夫城堡		0	14.31516933	48.8129557
他冰瑜塔		0	94.862922	21.168815
小婆罗浮屠		0	115.2337997	-8.6717665
海德堡城堡		1	8.715308338	49.41061918
波上宫		0	127.671099	26.220726
马德里皇家歌剧院		0.7	-3.7127667	40.418299
仙洞沟风景名胜区		0	111.360532	36.165536
莲花山风景区		0	117.901893	36.524577
白玉堂		0	112.424957	27.372995
梁带村遗址		0	110.504765	35.514026
杜甫墓		0	113.625979	28.59436
查普凯土著文化公园		0	145.6949092	-16.8487257
河坊街		0	120.180564	30.24543
红云金顶		0	108.6211412	27.9464725
西双版纳茶马古道景区	4A	0	100.438639	21.99484
牯牛降历溪景区		0	117.502565	29.986607
峨眉山大佛禅院	4A	0	103.50527	29.595534
关帝庙		0	117.0295472	36.67428972
冠山旅游区	3A	0	118.7407321	34.95521523
仿山	3A	0	115.529951	35.101374
宜州刘三姐故里旅游区	4A	0	108.645991	24.507116
金涵畲族乡上金贝畲族寨		0	119.530477	26.71307299
天静宫	3A	0	116.197626	33.550903
丛麻禅院		0	121.3414764	36.9162996
仁慈堂		0	113.551811	22.196903
塔尔坡古村		0	111.026693	35.756553
阿柔大寺		0	100.459329	38.070682
大天后宫		0	120.2015447	22.99661412
南后街		0	119.30388	26.086342
大理古城洱海门		0	100.177334	25.702753
山城步道		0	106.57548	29.556278
Almudena Cathedral		0	-3.714550585	40.4156468
昙华林		0	114.324035	30.556333
河坑土楼群		0	117.065054	24.654789
南丫岛渔民文化村		0	114.1426551	22.20861816
潮州古城		0	116.658611	23.667442
东戴河		0	119.916056	40.039694
涅盘宫		0	103.8947888	13.46329756
河内大教堂		0	105.8490058	21.0287857
嗣德皇陵		0	107.5660486	16.4331554
世界和平塔		0	83.94476859	28.20096654
香通寺		0	102.1431057	19.8975239
邦芭茵夏宫		0	100.5791561	14.2327159
三保公寺		0	100.5789673	14.34422238
皮蒂宫		1	11.2500081	43.76515257
安吉江南红村		0	119.689017	31.076169
德记洋行		0	119.8037339	23.8641813
新桥		0	2.341325535	48.85705
印卓威汉寺		0	100.5023605	13.7663043
黄陵万安禅院石窟		0	108.942257	35.672533
哈德良别墅		0	12.7743988	41.94280243
陶瓷小镇		0	0	0
恩施花花大世界		0	109.204219	30.414197
九架厝战地民俗园		0	118.33997	24.562117
湾仔洪圣古庙		0	114.1823432	22.27838516
塔逊寺		0	103.912977	13.464608
白居易草堂		0	115.973921	29.570437
盖贝依城堡		0	29.88563842	31.21400985
阿南达寺		0	94.867946	21.171086
巴芳寺		0	103.8540387	13.4439036
巴孔寺		0	103.9739569	13.33594095
商於古道棣花古镇文化旅游景区	4A	0	110.199568	33.734952
特园		0	106.55258	29.567214
中国银行旧址		0	120.499415	30.143145
百草敖包		0	117.222564	42.536311
长春孔子文化园		0	125.356791	43.892173
秦皇岛板厂峪长城景区		0	119.579979	40.205494
昌州古城		0	105.749797	29.698161
泰山红门		0	112.234511	22.594517
土家女儿城		0	109.510576	30.275342
寒山寺钟楼		0	120.574907	31.316454
佛莱姆小镇		0	7.8056003	60.3982583
襄阳王府		0	112.164388	32.01983
大理沙溪古镇		0	99.856755	26.323067
张园汉墓		0	115.793986	33.866898
丰都玉皇圣地景区		0	107.711605	29.883055
龙腾断桥		0	120.7738347	24.35844278
拉斯班塔斯斗牛场		0	-3.662978	40.432608
百年老街		0	109.119381	21.488503
柳州文庙	4A	0	109.428439	24.314243
福建土楼客家民俗文化村（洪坑土楼）	5A	0	116.979667	24.656677
大明边城		0	109.218094	27.718141
斗山街		0	118.444693	29.876102
大香林?兜率天景区	4A	0	120.426408	30.033812
荆紫仙山		0	112.066279	35.012524
宜兰乌石港		0	121.83793	24.867874
韦尔纳扎		0	9.683890969	44.13523581
镰仓大佛		0	139.5361539	35.3166995
清迈苗族村寨		0	98.88331202	18.81643105
大城玛哈泰寺		0	100.567471	14.357655
今归仁城遗址		0	127.9263226	26.6919769
桑斯安斯风车村		0	4.8218542	52.47288539
托罗斯广场		0	-3.597031	37.172405
归零地		0	-74.01384	40.711506
金山寺		0	100.5066687	13.7538
上坦村		0	120.635525	27.886592
南丰祠		0	117.030133	36.678095
西塘一日游		0	120.895142	30.94406
腾冲绮罗古镇		0	98.503915	25.026878
亚丁村		0	100.346304	28.461047
盘古山风景区		0	113.315929	32.608605
心斋桥		1	135.5003775	34.6750561
观音桥		0.72	116.023837	29.516573
金龙寺		0	112.633544	34.753344
河仓城		0	94.07800452	40.47674223
布里斯班市政厅		1	153.0235192	-27.46898054
二十四道拐		0	105.209739	25.823996
钦州浦北大朗书院景区		0	109.563741	22.308705
太平街历史文化街		0.72	112.977548	28.19936962
郑王庙		1	100.4889269	13.7436866
贾谊故宅		0.72	112.978488	28.198359
天鹅湖自然风景区		0	115.712628	41.712737
合肥刘园·古徽州文化园		0	117.14972	31.870788
宫原眼科		0	120.6813357	24.1378331
通王城		0	103.859038	13.4408308
巴戎寺		0	103.858696	13.44109
独立广场		0	101.6934238	3.147758219
鲁家村		0	110.27974	25.30181
康提佛牙寺		0	80.6413251	7.293608908
悬壁长城		0	98.183575	39.858648
埃菲尔铁塔		1	2.294481971	48.85837429
归零地（9.11世贸中心遗址）		0	-74.01307898	40.71103457
芙蓉楼	4A	0.74	109.821612	27.198252
澳凼大桥		0.74	113.558622	22.175145
乌布艺术村		0	115.2624778	-8.5068536
玉佛寺		0	100.492658	13.75159051
沉船湾		0	20.62507129	37.85951941
金边皇宫		0	104.9312521	11.563902
飞来寺		0	98.888579	28.450491
郴州永兴银楼		0	113.124467	26.130502
城隍庙		0.7	120.625478	31.317197
婆罗浮屠		0	110.2037516	-7.607873093
曾子庙	3A	0.7	116.323605	35.261447
四天王寺		1	135.516491	34.65334632
桐君山		0.7	119.691262	29.815449
戴笠故居		0.94	118.528115	28.391264
天安门端门		0.7	116.4037246	39.91673648
黄家大院		0.72	119.479326	28.482469
柴迪隆寺		0	99.492675	19.569446
黄花岗七十二烈士陵园	4A	0.7	113.301578	23.146328
文武庙		0	120.4378154	24.04881796
汉普顿宫		1	-0.3375	51.403333
日军最后司令部		0	145.8059961	15.2807977
法隆寺		0	135.7356826	34.6140766
犹美拉赫清真寺		0	55.2654812	25.2338441
关帝庙		0.78	117.8269862	24.45335036
圣马可大教堂		1	12.33971281	45.43456033
陈英士故居		0.7	120.111135	30.87497
丙安古镇		0.8	105.835527	28.475725
大风堡原始森林	4A	0.7	108.388814	30.195765
铜观音寺		0.7	120.392831	31.302306
玉柱擎天		0.72	100.21368	27.022852
甲秀楼	3A	1	106.726237	26.577487
圣墓教堂		0	35.2296	31.77848053
城隍庙		0.7	120.825559	29.595955
龙池山		0.7	119.704639	31.222651
胡志明故居		1	105.836878	21.036762
灵水村		0.7	115.702706	39.978714
燕都古城		0.72	115.484718	39.355406
崇武古城	4A	0.92	118.936188	24.8813
青瓦台		1	126.9748107	37.5866076
清永陵		0.82	124.809197	41.716096
威远炮台		0.78	113.63182	22.801884
观星台		0.76	113.153402	34.4073
圣地亚哥城堡		0	120.9706064	14.59431499
道德中宫		1	115.786837	33.885284
万人冢		0.7	100.223464	25.59487823
唐招提寺		0	135.7848334	34.675561
神龙洞		0.7	105.6759614	25.98799401
初溪土楼群		0.7	116.911873	24.556302
三道堰古镇		0	103.922293	30.868603
塘栖古镇		0	120.196536	30.485762
古山重景区		0	117.935022	24.680328
太极湖村	4A	0	118.708034	30.117549
云明山		0	118.183944	36.457258
石羊古镇	3A	0	101.106531	25.862743
赤滩古镇	3A	0	118.484615	30.730847
德阳文庙		0	104.398012	31.136004
伏虎寺		0.7	103.415586	29.556289
石门悬棺		0	112.096486	38.926304
戴村坝		0	116.551296	35.892423
佗城		0	115.199539	24.067091
贵州梵净山佛教文化苑		0	108.781994	27.828057
佛子岭	4A	0	116.28802	31.315233
杜受田故居	4A	0	117.974809	37.485798
南安凤山寺	3A	0	118.281797	25.195589
圣佑庙	3A	0.72	81.12081	43.168793
中央邮局		0	106.6999357	10.7799219
三江并流		0.74	100.262582	27.027795
雷音寺		0.7	94.679946	40.110668
法雨寺		0.7	122.394025	30.002786
三醉亭		0	113.1004914	29.38815676
显通寺		0	113.596468	39.009653
麦哲伦十字架		0	123.9019531	10.29356796
大伊山	4A	0.72	119.243961	34.323418
春秋楼	3A	0.76	113.834608	34.03102
歌德故居		0	8.677607423	50.11122791
夏宫花园		0	30.01597075	31.2884934
大红袍景区		0	117.972654	27.673729
七珍佛山		0	100.9558552	12.7642692
卡定沟		0	94.176626	29.759486
药泉寺		0	126.449684	33.2453198
五渔村		0	9.7123907	44.128109
观音古洞		0.72	122.382049	29.988375
查汶区夜市		0	99.93639	9.534714
谢赫扎伊德清真寺		0	54.4728821	24.4125432
吉祥密乘大乐林寺	3A	0	122.2664854	43.64189754
段家大院子川西古民居园区		0	104.235118	31.043966
兰州猪驮山景区		0	103.425329	36.253611
桂峰古民居		0	118.543625	26.308715
慈城校士馆		0	121.461245	29.995185
埃斯科里亚尔修道院		0	-4.147727	40.589041
都江堰文庙		0	103.625689	31.006901
大理东莲花村		0	100.31365	25.233622
宁波文昌阁		0	121.290553	29.688011
仿山寺庙		0	115.557978	35.124347
鼓浪屿日本领事馆旧址		0	118.079266	24.450714
天开寺		0	115.902587	39.623592
亚柴蒙考寺		0	100.5923596	14.34561787
普考同寺		0	100.5372345	14.3682617
卢氏盐商住宅		0	119.458464	32.389688
长寿菩提古镇	4A	0	107.050758	29.873756
摩尔外堡礁		0	146.2147064	-16.87990952
香港仔避风塘		0	114.167228	22.247739
阳产土楼		0	118.668361	29.879048
老门东历史街区		0	118.793804	32.017204
巴普昂寺		0	103.8562274	13.4439036
拉斯维加斯黑帮博物馆		0	-115.1434305	36.1727958
漠河县城		0	122.554257	52.985933
红博城千年走一回时光隧道博物馆群落		0	113.315277	22.481879
东海渔家傲赶海		0	119.69347	26.281068
南宅子		0	105.716886	34.581138
拱辰楼		0	100.31396	25.236013
英国领事公馆旧址		0	118.079615	24.446141
辛亥革命纪念馆		0	113.427032	23.077713
小江户川越		0	139.4771758	35.9141008
新绮春园（秋苑）		0	120.261251	29.112743
大龙洞		0	103.786226	27.419974
渔阳古街		0	117.413234	40.050615
梦回大秦		0	109.26843	34.385235
伊林驿站博物馆		0	112.02525	43.728267
东沙古镇		0	122.151613	30.319173
毛利文化表演		0	174.0776422	-35.26432114
东门城楼		0	109.611919	27.953838
南鲁山		0	118.091745	36.256477
秦大士故居		0	118.794424	32.023557
观音苑		0	120.783715	37.829785
黄陂大余湾		0	114.37893	31.032433
尊闻堂		0	120.897741	30.950191
望仙桥		0	120.904876	30.951548
卦山天宁寺		0	112.141352	37.579599
宁皇国际旅游度假区		0	119.116733	30.448734
赵侯祠		0	120.159603	28.717597
广化寺		0	118.998411	25.430943
湘西老家寨		0	109.476552	28.047283
无锡环城古运河景区		0	120.284804	31.581636
侨福楼		0	117.014875	24.666914
青岛韩家民俗村		0	120.282093	36.247025
纽约中国城		0	-73.99815923	40.71695442
慈安慈禧陵		0	117.651993	40.195319
津门故里		0	117.199597	39.147369
仓桥直街历史街区		0	120.583867	30.008226
太子坡		0	110.280802	32.785176
香积寺		0	120.153422	30.304149
华侨围屋		0	116.237068	24.286714
红石门		0	114.3013288	22.51306073
海门天险		0	121.7555084	25.14029121
东岳庙		0	111.119749	36.397795
雨花台烈士陵园	4A	0	118.785604	32.009884
江阴文庙		0	120.27153	31.91112
岘港灵应寺		0	108.218945	16.056047
美奈渔港		0	108.2788853	10.9411941
阿汗寺		0	102.1378075	19.88821614
雷门		0	139.792691	35.710637
海东龙宫寺		0	129.223305	35.188344
卡拉卡拉浴场		0	12.49243878	41.87903738
帕特农神庙		0	23.72671632	37.97152827
托普卡帕故宫		0	28.98202324	41.00954056
辛特拉王宫		0	-9.3906554	38.7976627
魏功甘古城		0	98.99859485	18.75093587
东大门		0	127.008659	37.571259
波波里花园		0	11.24840007	43.76249695
中英分界之地		0	114.237206	22.547944
崖差蒙空寺		0	100.5846016	14.3604336
冷兵器博物馆		0	106.6425	33.156286
明府古城		0	117.028807	36.672411
冼太夫人故里文化旅游景区		0	111.303437	21.565292
状元府		0	117.025985	36.673452
九龙壁		0.74	113.310179	40.098668
裕昌楼		0.74	117.053418	24.597001
圣天使城堡		0	12.466339	41.903053
万神殿		0	12.4768734	41.89860916
毛泽东青年艺术雕塑		0	112.968033	28.187964
大鹏古城		0.7	114.520059	22.600026
圣剑寺		0	103.8718644	13.4619053
兴福寺		0	129.8838472	32.7478944
首里城		0	127.7195198	26.21701344
南天寺		0	150.8491808	-34.4672172
曼德勒皇宫		0	96.0965524	21.9928775
黄果树碑林		0	105.67645	25.994858
阳明山公园		1	121.5407881	25.13657853
锦江里碉楼群		0.7	112.533537	22.264287
中正纪念堂		1	121.5125093	25.03093309
国家清真寺		0	101.6917736	3.142094015
天空塔		0.98	174.762191	-36.848448
惠远古城	4A	0.74	80.918988	43.995421
老市场		0	103.8553049	13.3540044
颛顼帝喾陵		0.7	114.766374	35.73914
云峰景区		0.7	106.095387	26.295115
四面神		0	100.543586	13.744014
百度库水神庙		0	115.1668491	-8.275177687
冬宫		0	30.314528	59.939845
大佛塔寺		0	98.9843917	18.7869693
崩密列		0	104.228797	13.475565
白塔寺		0.7	116.370044	39.929866
钟鼓楼		0.7	116.402348	39.947175
凯旋门		1	2.2950275	48.8737917
黎槎古村八卦景区		0	112.639019	22.938372
石塘曙光园	3A	0	121.623918	28.263703
大清邮局		0	121.060185	31.113169
青藤书屋		0.78	120.585135	30.00108
周恩来纪念馆	3A	0.7	120.592536	30.008172
铜山古城		0	117.5427264	23.73855852
慧济禅寺		0.7	122.392426	30.018257
万年寺		0.74	103.482024	29.599739
三味书屋		0	120.592195	29.99930316
石鼓镇		0.7	99.96151	26.869708
德远堂		0.72	117.6800414	24.61982498
屯溪老街		0.8	118.30858	29.71514
和平古镇		0.72	117.309117	27.163703
朱仙镇岳飞庙		0.74	114.26924	34.619633
陈家沟		0.72	113.156027	34.950523
刘少奇故居		0.7	114.30243	30.596951
西施故里	4A	0.78	120.246277	29.697933
天后宫		0.8	118.59565	24.900753
罗汉寺		0.7	120.296257	31.106885
大和旅馆旧址		0.7	121.650941	38.926312
